销售量,品类
11.509999999999998,水生根茎类
11.657,水生根茎类
27.17799999999999,水生根茎类
38.77000000000001,水生根茎类
18.677,水生根茎类
16.054,水生根茎类
16.5,水生根茎类
10.383999999999999,水生根茎类
16.453999999999997,水生根茎类
14.946000000000002,水生根茎类
22.945000000000004,水生根茎类
19.419000000000008,水生根茎类
205.40200000000004,花叶类
198.36199999999997,花叶类
190.77899999999983,花叶类
236.58699999999988,花叶类
223.8990000000002,花叶类
195.73999999999995,花叶类
172.05200000000013,花叶类
152.5699999999999,花叶类
187.43900000000005,花叶类
179.83300000000014,花叶类
270.3429999999999,花叶类
300.1889999999998,花叶类
190.83199999999997,花叶类
190.5990000000002,花叶类
217.44200000000004,花叶类
212.5259999999999,花叶类
195.67000000000016,花叶类
274.26500000000027,花叶类
319.791,花叶类
204.99699999999993,花叶类
214.98999999999984,花叶类
232.40999999999983,花叶类
199.98399999999975,花叶类
176.32499999999987,花叶类
227.13699999999977,花叶类
250.82499999999973,花叶类
198.00899999999962,花叶类
165.44299999999993,花叶类
193.72899999999984,花叶类
201.74300000000014,花叶类
197.16599999999977,花叶类
229.8900000000001,花叶类
243.13799999999972,花叶类
207.843,花叶类
180.01199999999992,花叶类
244.39499999999984,花叶类
234.7769999999997,花叶类
204.9410000000001,花叶类
311.16099999999994,花叶类
250.58999999999983,花叶类
210.29199999999977,花叶类
216.71299999999994,花叶类
206.87699999999973,花叶类
188.20799999999977,花叶类
217.75800000000012,花叶类
245.13600000000002,花叶类
241.4799999999999,花叶类
215.633,花叶类
225.11299999999974,花叶类
214.17300000000003,花叶类
233.5319999999997,花叶类
207.07599999999977,花叶类
273.08099999999996,花叶类
261.55199999999996,花叶类
260.69399999999985,花叶类
343.4269999999994,花叶类
241.68599999999986,花叶类
199.00699999999992,花叶类
195.03199999999998,花叶类
267.0310000000002,花叶类
266.3869999999999,花叶类
224.88199999999992,花叶类
190.62700000000004,花叶类
179.81900000000007,花叶类
193.46300000000025,花叶类
176.31599999999997,花叶类
249.5589999999997,花叶类
275.7929999999996,花叶类
148.22100000000003,花叶类
158.329,花叶类
131.4920000000001,花叶类
119.91900000000003,花叶类
151.95700000000016,花叶类
231.52499999999995,花叶类
263.3449999999995,花叶类
175.8439999999999,花叶类
156.04800000000006,花叶类
176.94899999999998,花叶类
143.53400000000013,花叶类
154.38799999999995,花叶类
235.87399999999977,花叶类
317.99799999999954,花叶类
212.99699999999976,花叶类
232.24299999999982,花叶类
179.26199999999997,花叶类
162.86099999999988,花叶类
173.78099999999998,花叶类
226.92599999999987,花叶类
199.8129999999999,花叶类
114.93299999999995,花叶类
157.95700000000005,花叶类
177.129,花叶类
248.41499999999988,花叶类
244.12399999999994,花叶类
298.3409999999996,花叶类
232.77599999999995,花叶类
294.623,花叶类
286.9589999999997,花叶类
255.37800000000007,花叶类
252.72999999999985,花叶类
162.51799999999994,花叶类
175.16299999999993,花叶类
238.08100000000022,花叶类
170.21200000000007,花叶类
177.94499999999988,花叶类
182.96000000000004,花叶类
190.23800000000003,花叶类
170.77000000000004,花叶类
248.762,花叶类
226.73500000000013,花叶类
152.70900000000003,花叶类
186.07800000000012,花叶类
168.76500000000007,花叶类
117.23499999999991,花叶类
211.91399999999996,花叶类
282.10699999999963,花叶类
223.39700000000005,花叶类
157.37300000000016,花叶类
154.56599999999995,花叶类
167.54200000000006,花叶类
120.55099999999997,花叶类
148.243,花叶类
248.10200000000006,花叶类
206.956,花叶类
144.44199999999992,花叶类
135.06699999999992,花叶类
122.11399999999996,花叶类
146.32699999999988,花叶类
142.5859999999999,花叶类
223.59299999999985,花叶类
209.80800000000028,花叶类
144.91099999999994,花叶类
157.96199999999996,花叶类
150.86699999999982,花叶类
151.14399999999986,花叶类
141.97700000000006,花叶类
207.1449999999998,花叶类
227.23099999999985,花叶类
140.08700000000007,花叶类
222.5169999999999,花叶类
203.32200000000003,花叶类
207.79999999999995,花叶类
244.5550000000001,花叶类
460.10299999999955,花叶类
371.96800000000025,花叶类
294.31100000000026,花叶类
220.18899999999974,花叶类
237.71299999999985,花叶类
282.92300000000046,花叶类
225.596,花叶类
400.29500000000013,花叶类
287.707,花叶类
207.35300000000004,花叶类
287.79699999999997,花叶类
213.66500000000008,花叶类
274.0969999999999,花叶类
242.529,花叶类
306.959,花叶类
367.1289999999999,花叶类
197.71799999999988,花叶类
183.98000000000005,花叶类
180.67299999999997,花叶类
188.539,花叶类
212.5099999999999,花叶类
269.61900000000026,花叶类
375.78100000000035,花叶类
197.65400000000005,花叶类
203.80800000000002,花叶类
152.02899999999988,花叶类
167.79899999999984,花叶类
150.62499999999986,花叶类
266.5499999999999,花叶类
276.91099999999994,花叶类
136.04099999999994,花叶类
152.18500000000003,花叶类
143.732,花叶类
218.53300000000007,花叶类
159.654,花叶类
285.22400000000016,花叶类
288.7550000000004,花叶类
251.4550000000002,花叶类
223.51200000000006,花叶类
146.39000000000001,花叶类
179.1769999999998,花叶类
224.7969999999999,花叶类
212.9109999999999,花叶类
224.87999999999994,花叶类
177.80099999999993,花叶类
154.65399999999994,花叶类
176.8239999999998,花叶类
161.6280000000001,花叶类
234.46200000000002,花叶类
233.427,花叶类
250.64499999999978,花叶类
182.2039999999999,花叶类
173.44899999999993,花叶类
148.94700000000003,花叶类
171.21300000000005,花叶类
252.82500000000007,花叶类
228.99100000000007,花叶类
167.11899999999997,花叶类
216.05499999999995,花叶类
197.8240000000002,花叶类
219.9299999999999,花叶类
218.13600000000008,花叶类
214.81500000000028,花叶类
350.3419999999995,花叶类
224.14899999999997,花叶类
215.64299999999994,花叶类
208.0289999999999,花叶类
160.38400000000013,花叶类
151.96200000000002,花叶类
236.77699999999982,花叶类
249.26899999999992,花叶类
181.62099999999998,花叶类
193.79100000000008,花叶类
223.1019999999999,花叶类
197.8320000000001,花叶类
194.29199999999997,花叶类
212.81700000000018,花叶类
193.77800000000013,花叶类
234.405,花叶类
282.5580000000001,花叶类
499.8479999999998,花叶类
243.48499999999987,花叶类
195.74000000000007,花叶类
300.1299999999999,花叶类
253.69599999999983,花叶类
180.052,花叶类
227.33600000000018,花叶类
184.16900000000024,花叶类
175.2620000000001,花叶类
144.85499999999996,花叶类
139.49100000000004,花叶类
136.05000000000007,花叶类
190.1579999999999,花叶类
156.61299999999994,花叶类
276.32199999999983,花叶类
218.0400000000001,花叶类
305.64700000000016,花叶类
241.7090000000002,花叶类
182.9840000000001,花叶类
186.00800000000007,花叶类
145.28100000000012,花叶类
211.1850000000001,花叶类
288.81700000000023,花叶类
257.80900000000014,花叶类
211.7460000000002,花叶类
170.90700000000012,花叶类
119.59899999999993,花叶类
158.35700000000008,花叶类
152.4400000000002,花叶类
169.055,花叶类
176.032,花叶类
90.81199999999995,花叶类
100.12099999999997,花叶类
107.65299999999992,花叶类
128.05799999999996,花叶类
140.89300000000003,花叶类
267.9790000000006,花叶类
199.71200000000033,花叶类
115.02199999999986,花叶类
134.70599999999996,花叶类
103.505,花叶类
86.63199999999999,花叶类
167.327,花叶类
199.72700000000017,花叶类
161.16400000000004,花叶类
111.30800000000004,花叶类
130.80300000000003,花叶类
143.294,花叶类
162.291,花叶类
178.71000000000004,花叶类
212.267,花叶类
192.02100000000007,花叶类
178.4690000000002,花叶类
55.61099999999998,花叶类
198.10699999999989,花叶类
136.89899999999997,花叶类
145.0259999999999,花叶类
203.92999999999984,花叶类
211.61900000000014,花叶类
148.37099999999987,花叶类
127.20699999999992,花叶类
151.82999999999984,花叶类
130.08099999999996,花叶类
130.80800000000002,花叶类
194.95099999999988,花叶类
194.45099999999988,花叶类
134.78100000000012,花叶类
150.71499999999997,花叶类
182.93900000000005,花叶类
150.80600000000007,花叶类
171.22599999999994,花叶类
264.80300000000005,花叶类
221.7850000000001,花叶类
151.2580000000001,花叶类
135.21599999999995,花叶类
125.39999999999986,花叶类
134.8979999999999,花叶类
138.5849999999998,花叶类
171.82600000000005,花叶类
198.54400000000012,花叶类
226.26500000000027,花叶类
200.98500000000016,花叶类
203.53200000000007,花叶类
151.8400000000001,花叶类
147.50799999999984,花叶类
160.7859999999999,花叶类
216.66799999999995,花叶类
157.72099999999998,花叶类
190.05999999999972,花叶类
182.51899999999986,花叶类
157.29300000000006,花叶类
191.11599999999996,花叶类
258.2779999999998,花叶类
212.58800000000016,花叶类
176.65799999999996,花叶类
173.2710000000002,花叶类
140.82300000000015,花叶类
148.851,花叶类
106.47199999999992,花叶类
190.36299999999977,花叶类
217.2589999999999,花叶类
148.8310000000002,花叶类
130.32500000000002,花叶类
166.46700000000013,花叶类
145.23700000000008,花叶类
123.82399999999993,花叶类
180.875,花叶类
196.23600000000005,花叶类
191.98,花叶类
151.09100000000015,花叶类
178.51700000000014,花叶类
142.37199999999993,花叶类
121.09300000000003,花叶类
204.28699999999998,花叶类
222.81699999999995,花叶类
148.53900000000013,花叶类
144.48199999999997,花叶类
126.35900000000005,花叶类
122.00400000000006,花叶类
129.98200000000008,花叶类
210.2669999999999,花叶类
211.2800000000001,花叶类
169.85799999999978,花叶类
127.71900000000002,花叶类
104.99099999999997,花叶类
113.50699999999998,花叶类
150.87499999999994,花叶类
203.36900000000006,花叶类
202.3069999999999,花叶类
150.07000000000005,花叶类
126.15100000000004,花叶类
123.21400000000011,花叶类
127.94600000000007,花叶类
146.58200000000002,花叶类
197.69000000000003,花叶类
213.54700000000014,花叶类
125.78199999999995,花叶类
110.19600000000005,花叶类
125.415,花叶类
148.59700000000007,花叶类
133.586,花叶类
197.92499999999984,花叶类
197.32199999999992,花叶类
176.27599999999987,花叶类
173.8639999999999,花叶类
149.51400000000012,花叶类
143.4910000000001,花叶类
114.966,花叶类
176.06499999999994,花叶类
212.95699999999994,花叶类
140.30499999999998,花叶类
149.77200000000002,花叶类
163.86299999999994,花叶类
141.75000000000006,花叶类
236.05500000000018,花叶类
223.65500000000003,花叶类
234.02800000000005,花叶类
174.82699999999997,花叶类
152.36200000000002,花叶类
152.653,花叶类
154.62500000000003,花叶类
150.63599999999997,花叶类
206.92299999999994,花叶类
248.50199999999964,花叶类
155.36500000000012,花叶类
189.08200000000005,花叶类
205.80300000000005,花叶类
193.61299999999977,花叶类
214.1550000000002,花叶类
255.97199999999967,花叶类
251.27099999999984,花叶类
283.11499999999995,花叶类
264.8249999999997,花叶类
313.269,花叶类
245.94400000000005,花叶类
189.75600000000003,花叶类
232.08899999999983,花叶类
265.77500000000003,花叶类
234.34399999999994,花叶类
193.1889999999999,花叶类
225.45000000000007,花叶类
275.87599999999975,花叶类
274.0800000000003,花叶类
281.13,花叶类
297.49899999999957,花叶类
190.57299999999987,花叶类
183.2159999999998,花叶类
185.58999999999983,花叶类
183.2449999999999,花叶类
195.11599999999999,花叶类
241.95599999999988,花叶类
281.1559999999997,花叶类
178.37399999999988,花叶类
168.01200000000006,花叶类
145.21600000000007,花叶类
255.50499999999997,花叶类
259.05299999999994,花叶类
244.91499999999988,花叶类
229.08199999999982,花叶类
178.58700000000007,花叶类
165.82100000000005,花叶类
177.6420000000001,花叶类
161.36400000000017,花叶类
149.21900000000014,花叶类
221.3529999999998,花叶类
238.55199999999988,花叶类
191.936,花叶类
163.31600000000003,花叶类
161.26799999999997,花叶类
120.98900000000006,花叶类
133.8820000000001,花叶类
257.4299999999999,花叶类
275.5319999999999,花叶类
152.69499999999994,花叶类
163.29099999999997,花叶类
150.32700000000006,花叶类
97.45800000000004,花叶类
128.348,花叶类
134.21999999999994,花叶类
216.2299999999998,花叶类
224.18599999999998,花叶类
239.50499999999994,花叶类
137.039,花叶类
107.29000000000002,花叶类
104.37499999999997,花叶类
185.57400000000013,花叶类
148.80599999999998,花叶类
96.87499999999999,花叶类
104.00999999999995,花叶类
113.13499999999996,花叶类
106.12300000000009,花叶类
205.46099999999996,花叶类
168.62500000000006,花叶类
174.094,花叶类
170.88200000000015,花叶类
180.88899999999992,花叶类
264.06799999999964,花叶类
183.4669999999999,花叶类
138.09600000000006,花叶类
132.744,花叶类
262.56199999999984,花叶类
88.447,花叶类
99.67400000000006,花叶类
88.23700000000004,花叶类
77.80900000000004,花叶类
146.29700000000003,花叶类
273.5820000000001,花叶类
163.58900000000006,花叶类
84.78400000000006,花叶类
78.684,花叶类
109.33899999999996,花叶类
79.85800000000002,花叶类
75.936,花叶类
99.49800000000003,花叶类
101.01400000000011,花叶类
48.55599999999998,花叶类
66.94799999999996,花叶类
94.727,花叶类
80.941,花叶类
89.72999999999993,花叶类
140.981,花叶类
92.34199999999994,花叶类
60.969000000000015,花叶类
68.05499999999995,花叶类
50.571999999999996,花叶类
64.05100000000002,花叶类
83.34500000000001,花叶类
108.5480000000001,花叶类
145.88699999999997,花叶类
66.376,花叶类
44.431000000000004,花叶类
49.06299999999999,花叶类
48.78699999999999,花叶类
51.422,花叶类
70.45199999999997,花叶类
99.456,花叶类
42.61999999999999,花叶类
53.514999999999986,花叶类
45.68900000000001,花叶类
41.86400000000002,花叶类
38.00799999999998,花叶类
95.31100000000006,花叶类
80.77499999999999,花叶类
42.24700000000003,花叶类
55.62200000000001,花叶类
39.99099999999999,花叶类
44.90600000000002,花叶类
51.83600000000001,花叶类
68.05699999999999,花叶类
78.3470000000001,花叶类
57.864999999999995,花叶类
43.00900000000001,花叶类
73.79400000000001,花叶类
58.358999999999995,花叶类
73.84699999999998,花叶类
93.905,花叶类
115.18400000000003,花叶类
64.23100000000001,花叶类
63.26300000000004,花叶类
70.37700000000008,花叶类
57.675,花叶类
68.29600000000002,花叶类
141.2870000000001,花叶类
116.34900000000002,花叶类
61.91500000000005,花叶类
66.116,花叶类
101.666,花叶类
99.12500000000001,花叶类
97.58200000000001,花叶类
109.38899999999998,花叶类
147.89100000000008,花叶类
82.83199999999995,花叶类
71.00599999999996,花叶类
75.729,花叶类
91.21300000000002,花叶类
120.944,花叶类
180.78700000000003,花叶类
209.3080000000002,花叶类
82.705,花叶类
86.043,花叶类
68.16499999999999,花叶类
84.27100000000002,花叶类
125.70099999999995,花叶类
138.40199999999993,花叶类
110.05599999999997,花叶类
90.081,花叶类
70.38799999999998,花叶类
65.654,花叶类
60.315999999999995,花叶类
90.664,花叶类
130.76600000000002,花叶类
147.52799999999996,花叶类
76.36500000000001,花叶类
86.15,花叶类
85.232,花叶类
73.369,花叶类
103.099,花叶类
124.10899999999994,花叶类
137.14999999999995,花叶类
90.38300000000001,花叶类
85.85199999999999,花叶类
129.67700000000005,花叶类
134.87999999999994,花叶类
146.06200000000007,花叶类
210.29699999999994,花叶类
186.693,花叶类
187.463,花叶类
153.19800000000004,花叶类
172.65099999999998,花叶类
169.503,花叶类
188.13099999999991,花叶类
207.67099999999988,花叶类
229.0219999999999,花叶类
63.003000000000014,花叶类
88.41199999999999,花叶类
116.53600000000009,花叶类
216.49699999999996,花叶类
208.18900000000002,花叶类
219.98499999999987,花叶类
160.054,花叶类
162.29700000000005,花叶类
138.28800000000007,花叶类
116.13300000000001,花叶类
132.50799999999995,花叶类
154.46699999999998,花叶类
165.85000000000005,花叶类
150.014,花叶类
154.4530000000001,花叶类
99.01499999999999,花叶类
112.07700000000004,花叶类
98.78300000000002,花叶类
120.64000000000003,花叶类
105.918,花叶类
85.387,花叶类
78.35600000000001,花叶类
65.21,花叶类
75.14599999999999,花叶类
96.43199999999996,花叶类
118.50699999999996,花叶类
94.607,花叶类
77.28499999999997,花叶类
75.28600000000002,花叶类
70.109,花叶类
62.04099999999999,花叶类
78.622,花叶类
125.495,花叶类
141.17399999999998,花叶类
76.68599999999999,花叶类
82.17400000000002,花叶类
66.059,花叶类
73.50800000000001,花叶类
88.822,花叶类
129.76599999999993,花叶类
101.50999999999999,花叶类
98.27900000000002,花叶类
102.32899999999998,花叶类
105.61899999999999,花叶类
108.394,花叶类
112.09800000000003,花叶类
201.27599999999995,花叶类
173.788,花叶类
192.73399999999998,花叶类
133.24399999999991,花叶类
88.81100000000004,花叶类
106.202,花叶类
132.49299999999997,花叶类
152.52900000000008,花叶类
140.65100000000004,花叶类
85.85,花叶类
86.19500000000004,花叶类
92.58700000000002,花叶类
130.262,花叶类
133.16800000000003,花叶类
111.53799999999998,花叶类
148.7259999999999,花叶类
146.4190000000001,花叶类
109.94500000000005,花叶类
85.20100000000001,花叶类
87.65,花叶类
141.10200000000003,花叶类
184.59100000000012,花叶类
93.42800000000004,花叶类
106.26800000000003,花叶类
100.36300000000001,花叶类
128.58599999999996,花叶类
131.82799999999997,花叶类
124.80799999999999,花叶类
107.54899999999996,花叶类
112.67899999999999,花叶类
101.39099999999996,花叶类
105.27500000000002,花叶类
112.79400000000001,花叶类
114.04299999999998,花叶类
118.65299999999993,花叶类
99.189,花叶类
116.365,花叶类
91.764,花叶类
88.80699999999996,花叶类
111.59399999999994,花叶类
106.05199999999999,花叶类
141.03899999999993,花叶类
147.27499999999998,花叶类
115.46799999999999,花叶类
88.19299999999994,花叶类
105.76899999999995,花叶类
90.65199999999997,花叶类
95.6829999999999,花叶类
113.89600000000002,花叶类
116.51900000000005,花叶类
91.67999999999996,花叶类
95.41999999999994,花叶类
86.21300000000001,花叶类
79.61900000000007,花叶类
102.98,花叶类
159.40399999999994,花叶类
156.70499999999996,花叶类
82.77999999999997,花叶类
67.11999999999995,花叶类
92.72399999999993,花叶类
92.35600000000004,花叶类
90.64699999999998,花叶类
154.6549999999999,花叶类
164.26899999999998,花叶类
92.65400000000004,花叶类
122.4030000000001,花叶类
84.78700000000006,花叶类
88.36099999999999,花叶类
86.55400000000003,花叶类
188.82899999999992,花叶类
178.51600000000002,花叶类
92.51200000000004,花叶类
87.827,花叶类
90.488,花叶类
112.62399999999991,花叶类
185.59500000000025,花叶类
113.3309999999999,花叶类
102.50500000000007,花叶类
104.54699999999997,花叶类
105.76700000000007,花叶类
113.86200000000005,花叶类
281.247,花叶类
115.093,花叶类
195.64699999999985,花叶类
166.5150000000001,花叶类
116.05099999999993,花叶类
110.67099999999994,花叶类
105.84000000000003,花叶类
109.34599999999998,花叶类
118.68199999999997,花叶类
191.22799999999987,花叶类
187.623,花叶类
123.54000000000008,花叶类
110.97300000000004,花叶类
108.75899999999997,花叶类
84.617,花叶类
104.32500000000007,花叶类
155.78599999999994,花叶类
163.91900000000004,花叶类
105.20700000000006,花叶类
133.899,花叶类
156.09000000000006,花叶类
127.274,花叶类
149.71900000000005,花叶类
195.295,花叶类
188.67199999999997,花叶类
116.60500000000003,花叶类
133.21000000000004,花叶类
164.461,花叶类
134.04400000000012,花叶类
129.0500000000001,花叶类
173.97100000000012,花叶类
186.91600000000005,花叶类
133.26200000000009,花叶类
129.271,花叶类
150.0339999999999,花叶类
131.96500000000003,花叶类
118.42500000000003,花叶类
175.92499999999993,花叶类
190.249,花叶类
132.05299999999997,花叶类
134.05999999999995,花叶类
160.94500000000002,花叶类
140.65600000000003,花叶类
119.44900000000005,花叶类
163.238,花叶类
187.59499999999994,花叶类
128.305,花叶类
161.551,花叶类
131.63299999999995,花叶类
170.7710000000002,花叶类
331.2359999999999,花叶类
343.15699999999975,花叶类
320.998,花叶类
304.3989999999998,花叶类
270.79800000000006,花叶类
337.1049999999999,花叶类
354.4039999999999,花叶类
329.4229999999999,花叶类
355.12800000000004,花叶类
316.0689999999997,花叶类
302.07699999999977,花叶类
322.43199999999996,花叶类
288.2139999999999,花叶类
313.91899999999987,花叶类
326.82099999999997,花叶类
478.99499999999966,花叶类
394.71499999999975,花叶类
347.367,花叶类
368.8609999999999,花叶类
358.86300000000006,花叶类
424.26199999999994,花叶类
399.4259999999998,花叶类
429.0430000000001,花叶类
432.67499999999984,花叶类
303.1999999999998,花叶类
258.56,花叶类
233.76699999999997,花叶类
243.78599999999997,花叶类
250.94099999999995,花叶类
357.7050000000002,花叶类
252.24399999999997,花叶类
297.0500000000001,花叶类
236.727,花叶类
242.409,花叶类
311.0339999999999,花叶类
328.21599999999995,花叶类
419.81300000000005,花叶类
491.1659999999994,花叶类
285.889,花叶类
250.20299999999997,花叶类
260.62399999999985,花叶类
222.033,花叶类
311.92299999999994,花叶类
418.2630000000001,花叶类
349.92399999999986,花叶类
375.0260000000003,花叶类
367.6809999999999,花叶类
247.3019999999999,花叶类
273.9100000000002,花叶类
225.80699999999987,花叶类
242.85299999999987,花叶类
611.5940000000007,花叶类
299.44799999999964,花叶类
242.89199999999988,花叶类
199.326,花叶类
217.39700000000005,花叶类
226.6329999999999,花叶类
209.00000000000009,花叶类
229.524,花叶类
367.1310000000001,花叶类
221.19600000000005,花叶类
85.39800000000002,花叶类
96.786,花叶类
83.97300000000006,花叶类
190.421,花叶类
162.06399999999982,花叶类
102.67699999999995,花叶类
96.371,花叶类
127.79499999999997,花叶类
122.883,花叶类
173.20999999999998,花叶类
293.6769999999999,花叶类
312.03200000000004,花叶类
180.62600000000015,花叶类
165.843,花叶类
205.40600000000003,花叶类
232.97499999999997,花叶类
367.52300000000014,花叶类
1265.4729999999995,花叶类
146.034,花叶类
821.1679999999992,花叶类
173.19200000000006,花叶类
247.57199999999997,花叶类
260.61800000000005,花叶类
228.79599999999996,花叶类
352.51099999999985,花叶类
40.471000000000004,花叶类
40.861999999999995,花叶类
31.298000000000002,花叶类
99.39899999999999,花叶类
226.17100000000008,花叶类
272.78700000000003,花叶类
173.92399999999995,花叶类
140.88,花叶类
231.009,花叶类
204.48099999999997,花叶类
173.035,花叶类
185.802,花叶类
226.11499999999987,花叶类
291.75899999999984,花叶类
305.66999999999996,花叶类
265.09000000000003,花叶类
295.36399999999986,花叶类
201.178,花叶类
252.22399999999985,花叶类
285.26499999999993,花叶类
223.2479999999999,花叶类
210.78399999999988,花叶类
285.08499999999975,花叶类
362.94,花叶类
253.07499999999987,花叶类
253.518,花叶类
257.4289999999999,花叶类
237.40699999999993,花叶类
244.088,花叶类
329.5089999999999,花叶类
329.63499999999993,花叶类
287.8119999999998,花叶类
215.98399999999992,花叶类
171.91000000000014,花叶类
186.06899999999996,花叶类
202.91199999999998,花叶类
187.32399999999996,花叶类
219.3720000000001,花叶类
185.585,花叶类
200.196,花叶类
185.25400000000002,花叶类
202.70900000000003,花叶类
215.63499999999993,花叶类
447.9930000000005,花叶类
278.968,花叶类
216.173,花叶类
180.23200000000008,花叶类
281.8929999999998,花叶类
371.07399999999984,花叶类
594.0709999999998,花叶类
219.37800000000004,花叶类
291.35200000000003,花叶类
205.44700000000006,花叶类
245.0719999999998,花叶类
272.1249999999998,花叶类
283.13499999999993,花叶类
235.44299999999998,花叶类
229.694,花叶类
216.18000000000006,花叶类
202.83600000000004,花叶类
156.42000000000002,花叶类
204.68800000000005,花叶类
189.28200000000004,花叶类
252.7250000000001,花叶类
281.351,花叶类
179.6620000000001,花叶类
154.54300000000006,花叶类
161.297,花叶类
203.64500000000004,花叶类
175.84699999999995,花叶类
243.90800000000007,花叶类
309.30699999999996,花叶类
226.18900000000008,花叶类
160.28499999999997,花叶类
184.47500000000002,花叶类
155.35100000000006,花叶类
160.60899999999998,花叶类
285.81499999999994,花叶类
230.40399999999997,花叶类
138.164,花叶类
150.15399999999997,花叶类
138.87400000000002,花叶类
154.46700000000004,花叶类
134.95600000000005,花叶类
219.46999999999997,花叶类
243.01000000000008,花叶类
136.92600000000002,花叶类
115.968,花叶类
139.12500000000003,花叶类
131.001,花叶类
152.142,花叶类
163.91800000000003,花叶类
178.491,花叶类
107.01800000000001,花叶类
125.44899999999998,花叶类
119.80699999999999,花叶类
121.33600000000001,花叶类
131.927,花叶类
222.76199999999997,花叶类
195.97099999999995,花叶类
135.09400000000002,花叶类
140.07599999999996,花叶类
171.80899999999994,花叶类
190.911,花叶类
238.58,花叶类
289.0750000000004,花叶类
247.36599999999999,花叶类
195.663,花叶类
193.12400000000002,花叶类
170.72299999999998,花叶类
179.64799999999997,花叶类
202.72,花叶类
253.90300000000005,花叶类
264.043,花叶类
149.361,花叶类
145.975,花叶类
130.475,花叶类
179.795,花叶类
208.89199999999997,花叶类
208.37699999999998,花叶类
185.98500000000007,花叶类
170.821,花叶类
169.64099999999996,花叶类
217.27100000000002,花叶类
136.40300000000002,花叶类
131.26699999999997,花叶类
183.92600000000002,花叶类
197.61599999999999,花叶类
123.41099999999999,花叶类
158.881,花叶类
118.18,花叶类
92.25099999999998,花叶类
131.729,花叶类
208.16899999999998,花叶类
204.8739999999999,花叶类
106.884,花叶类
182.60699999999997,花叶类
156.553,花叶类
122.08699999999999,花叶类
215.68399999999994,花叶类
330.8499999999998,花叶类
279.3519999999999,花叶类
188.22200000000004,花叶类
163.704,花叶类
148.39000000000001,花叶类
141.66700000000006,花叶类
164.32700000000003,花叶类
169.13199999999995,花叶类
132.248,花叶类
179.88999999999996,花叶类
199.05699999999996,花叶类
252.366,花叶类
121.42800000000001,花叶类
115.371,花叶类
163.827,花叶类
238.13199999999998,花叶类
142.34100000000004,花叶类
145.03300000000004,花叶类
159.328,花叶类
158.48399999999998,花叶类
142.70600000000002,花叶类
179.07100000000003,花叶类
199.50900000000001,花叶类
171.34999999999997,花叶类
194.93600000000004,花叶类
150.47800000000007,花叶类
112.688,花叶类
141.327,花叶类
177.822,花叶类
197.44600000000003,花叶类
154.17999999999998,花叶类
150.721,花叶类
135.51,花叶类
114.76799999999997,花叶类
154.12,花叶类
272.537,花叶类
262.2770000000001,花叶类
146.43399999999994,花叶类
156.287,花叶类
136.13199999999998,花叶类
136.982,花叶类
161.14199999999997,花叶类
222.08100000000005,花叶类
215.28499999999997,花叶类
145.142,花叶类
152.43900000000002,花叶类
135.73499999999996,花叶类
119.287,花叶类
140.02400000000006,花叶类
240.23500000000004,花叶类
213.90800000000002,花叶类
127.399,花叶类
140.86499999999998,花叶类
115.60500000000002,花叶类
118.42000000000002,花叶类
172.10999999999999,花叶类
244.334,花叶类
253.44699999999997,花叶类
128.70099999999996,花叶类
126.22799999999998,花叶类
126.26300000000003,花叶类
171.91899999999995,花叶类
178.71800000000002,花叶类
161.49499999999998,花叶类
108.89499999999998,花叶类
80.52399999999997,花叶类
127.27799999999998,花叶类
130.18200000000002,花叶类
135.09,花叶类
130.464,花叶类
46.64000000000001,花菜类
43.943000000000005,花菜类
42.07599999999999,花菜类
55.66200000000001,花菜类
55.474,花菜类
42.72100000000001,花菜类
45.74900000000001,花菜类
45.43300000000001,花菜类
41.131000000000014,花菜类
62.34399999999998,花菜类
76.564,花菜类
71.615,花菜类
32.02799999999999,花菜类
57.57499999999999,花菜类
37.96199999999999,花菜类
39.449999999999974,花菜类
44.19799999999999,花菜类
61.08800000000006,花菜类
76.35100000000003,花菜类
47.431,花菜类
49.004999999999995,花菜类
53.675000000000026,花菜类
39.42500000000002,花菜类
37.69499999999999,花菜类
57.421,花菜类
64.119,花菜类
42.876000000000005,花菜类
34.93699999999999,花菜类
42.220000000000006,花菜类
38.198000000000015,花菜类
37.54899999999999,花菜类
54.362,花菜类
49.21900000000001,花菜类
44.42600000000001,花菜类
44.534000000000006,花菜类
43.631,花菜类
40.827,花菜类
40.272,花菜类
58.156000000000006,花菜类
54.876000000000005,花菜类
50.7,花菜类
56.27900000000001,花菜类
50.065,花菜类
47.468000000000025,花菜类
58.58200000000002,花菜类
79.38000000000002,花菜类
60.23099999999998,花菜类
51.74899999999999,花菜类
55.92000000000001,花菜类
64.06099999999999,花菜类
69.58699999999999,花菜类
50.062000000000005,花菜类
55.88600000000003,花菜类
71.55600000000001,花菜类
41.78400000000001,花菜类
47.760999999999974,花菜类
82.54399999999993,花菜类
92.50599999999989,花菜类
39.93000000000001,花菜类
56.80300000000004,花菜类
80.77899999999993,花菜类
54.72200000000001,花菜类
55.85799999999999,花菜类
38.715999999999994,花菜类
38.89300000000001,花菜类
46.612,花菜类
57.82800000000001,花菜类
53.20200000000002,花菜类
26.257,花菜类
33.23899999999999,花菜类
32.730000000000004,花菜类
57.31900000000002,花菜类
